,Usuario,Nombre,Fecha,Tweet,RT,like,path,verificados
425,@sarahogiles,Mrs Jiles,18 jun. 2017,"Topics covered in first 10 minutes: legalized weed, vaccinations, genetically modified wheat.",0,0,/sarahogiles/status/876495221797732352,
426,@02Cents0,Elise Mysels,17 jun. 2017,"PositivelyJoan: RT NaturalNews_txt: [Bill] Gates toxic gmo bananas and fake soy eggs plus toxic documented Pharma kick back vaccine scheme,…",0,0,/02Cents0/status/876096328220237825,
427,@petronyte,petronyte,16 jun. 2017,"So now my vegan, non GMO, alkanine, vaccine free, gluten free, 100% organic certified kale enemas delivered by... http://fb.me/7Dh2fe5Gu",0,0,/petronyte/status/875712896570978305,
428,@Trutherbot_alt3,Trutherbot_MagicMint,16 jun. 2017,#WakeUp is out! http://paper.li/000000alt3/1439666415?edition_id=e39a6ee0-525b-11e7-9e6d-0cc47a0d15fd … Stories via @trutherbotwhite @trutherbotblue @trutherbotred #vaccine #gmo,0,0,/Trutherbot_alt3/status/875598942251106304,
429,@marzhanel,Marsha Elam,16 jun. 2017,"Lots of evidence, just no accountability.  #DeepState must have its blood baths, PPL keep joining Military, getting vaccinations, eating GMO",2,0,/marzhanel/status/875573698966634496,
430,@queenAyacodoba1,queen Ayacodobae,15 jun. 2017,"One of them. Others; HumanTrafficking, Killing blacks for body parts, Oil digging, Mass incarcerations, GMO, Vaccinations, Fracking, Killing https://twitter.com/Bencjacobs/status/875176262213488645 …",0,0,/queenAyacodoba1/status/875182936139735040,
431,@queenAyacodoba1,queen Ayacodobae,15 jun. 2017,"Where are we going with so much fake news & so little truth? Is it becasue there is a silent plan for population control. GMO, Vaccinations?",0,1,/queenAyacodoba1/status/875173056108482560,
432,@armandioalif,this website uses cookies to ensure you get the b,14 jun. 2017,"anti GMO
         anti vaccine
easy           easy
burn all                yer things
to make yer
              body 
effervescent 
and pure",4,1,/armandioalif/status/874884487699718144,
433,@rosevine3,🎁Rose 🎁,14 jun. 2017,I took it he meant ppl who say those things are at war with science. I believe GMO foods are evil & I'm not sure about vaccinations.,0,0,/rosevine3/status/874780750838513664,
434,@FreedomsPhoenix,FreedomsPhoenix,13 jun. 2017,"Putin declares Russia will be free from GMO, Vaccinations and Pharma drugs https://www.freedomsphoenix.com/News/219704-2017-06-13-putin-declares-russia-will-be-free-from-gmo-vaccinations-and.htm?EdNo=001&From=RSS&utm_source=dlvr.it&utm_medium=twitter …",1,0,/FreedomsPhoenix/status/874673712330448896,
435,@Bahguette,Baguette,13 jun. 2017,"And yet, this is Alex Jones's MO - tell people that their fluoride has been poisoned with GMO chemtrails made by vaccine bankers",0,0,/Bahguette/status/874617649048768512,
436,@DerrickJosi,Derrick the libertarian,13 jun. 2017,Damn it every time I read one of these threads I notice brain cells dying. Could this be a side effect of vaccine/gmo contamination,0,4,/DerrickJosi/status/874602385556897792,
437,@lisa_alba,🌹spirito ✨di ✨libertà,13 jun. 2017,"#GMO #GLYPHOSATE #TAINTED #VACCINE;
#Monsanto #Admits #Injecting #Glyphosate a #Hazard – Too Bad It’s In #Vaccines http://tapnewswire.com/2017/06/monsanto-admits-injecting-glyphosate-a-hazard-too-bad-its-in-vaccines/ …pic.twitter.com/efya6G4MMQ",1,1,/lisa_alba/status/874596119371808768,
438,@edrybicki,Ed Rybicki,13 jun. 2017,"#ResearchIndaba My personal mission in engaged scholarship: to educate civilians and to put down vaccine, evolution, GMO and climate deniers",2,6,/edrybicki/status/874562137833779200,
439,@BetteanneC,UnschoolingMommato5,12 jun. 2017,What do you expect they all have vaccine brains  then sprayed with chemtrails & lead and fluoride in their drinking water- they eat GMO's,0,2,/BetteanneC/status/874357823957860352,
440,@mrcleansedotcom,"Dale Carlin, N.D.",12 jun. 2017,"Morphic Resonance: Explains where biological information is stored, not in DNA #utah #slc #vaccine #gmo #lovehttps://www.youtube.com/watch?v=MtgLklXZo3U …",0,0,/mrcleansedotcom/status/874284162517225474,
441,@AngeloBryanston,Angelo,12 jun. 2017,"And colonialism. Don't forget Chicken Pox and GMO's and vaccinations, oh and slavery. Oh and......and......and.....",0,1,/AngeloBryanston/status/874145326663442432,
442,@YahawadaSan,Dashakaiーだしゃかい,12 jun. 2017,"control the system and authorize Euthanasia through vaccinations, exposure to fluoride, aspartame, gmo, pcbs, chemtrails etc. So its not...",0,0,/YahawadaSan/status/874134907924172800,
443,@8extremes,8extremes,10 jun. 2017,"VACCINE & GMO PUSHER BILL GATES
Gives Insight IN2Himself & Prez
https://youtu.be/iXu44FFGOpw 
#abtTHATpic.twitter.com/wZpu2FO56s",2,2,/8extremes/status/873585955248025600,
444,@onetruecathal,Cⓐthal Gⓐrvey,10 jun. 2017,"Consensus doesn't win anything. Global Warming, GMO safety, Nuclear Safety, Vaccine Safety... all consensuses, all publicly disputed.",0,2,/onetruecathal/status/873567506585325569,
445,@jaysmith____,Jay Smith,9 jun. 2017,"gmo
fracking
pharmaceuticals vaccine disasters
aspartame
fluoride
economic crashes
state child-stealing
manipulated
this is the vegan me",0,0,/jaysmith____/status/873216173000798209,
446,@OregonVacTruth,OR4HealthChoice,9 jun. 2017,"2013--FDA approves first GMO Flu Vaccine containing Reprogrammed Insect Virus and Back in November, the FDA also... http://fb.me/1Nd4hYNmU",0,0,/OregonVacTruth/status/873203014617645056,
447,@NoreenR1,Noreen,9 jun. 2017,"USA 
I totally DISPUTE Suckerberg 
Created FB 
He STOLE IT 
IMBECILE can't even Dress HIMSELF !
& BILL GATES IS Greedy Vaccine GMO
MADMAN",2,1,/NoreenR1/status/873132002140192768,
448,@AlzheimersRes,AlzheimersResTher,7 jun. 2017,A vaccine with Aβ oligomer-specific mimotope attenuates cognitive deficits and brain pathologies in transgenic ... http://ow.ly/BNPK50c0niY,1,1,/AlzheimersRes/status/872514041868058626,
449,@OccamsBattleaxe,Occam's Battleaxe,7 jun. 2017,"From the Left's GMO/vaccine fears, to the Right's climate/evolution denial, science should control the political agenda, not the opposite.",0,1,/OccamsBattleaxe/status/872340737685426176,
450,@PreventionTips,InfectionControl,6 jun. 2017,Science-based evidence must define regulations. Anti GMO movement is similar to the anti-vaccine movement.  Both are ridiculous & harmful. https://twitter.com/_facesa/status/871451202797621248 …,4,3,/PreventionTips/status/871943794626875392,
451,@AlafiaGrandma,Alafia Grandma,5 jun. 2017,I only respond once to GMO & vaccine trolls. Tweet again & I block.,0,1,/AlafiaGrandma/status/871755719271493632,
452,@zugzwangu2,Nonya,4 jun. 2017,"Those people are the think tanks that chose the course of humanity. GMO's,chem trails, vaccinations, control of food and water",0,0,/zugzwangu2/status/871418448529805313,
453,@TawneeCowan,Tawnee,4 jun. 2017,because it is caused by a gmo vaccine,2,2,/TawneeCowan/status/871371438908821504,
454,@moonriverandme2,Holly,4 jun. 2017,"I am pretty sure this is purposeful activity, I.E.chemtrails.vaccinations, gmo's etc'",0,0,/moonriverandme2/status/871206250012229633,
455,@thelanarchist,TheLanarchist,3 jun. 2017,"you realises the words are to big for most to read or understand, vaccine gmo geoengineering fluoride dead food all dumb down 1966",0,0,/thelanarchist/status/871113794885431300,
456,@DerrickJosi,Derrick the libertarian,3 jun. 2017,It's so interesting to me that the anti gmo crowd and the anti vaccine crowd are the same people. Do they also belong to flat earth society? pic.twitter.com/WIR6hHj1ZX,1,5,/DerrickJosi/status/870972965130653696,
457,@Nebula1113,Nebula111,3 jun. 2017,"Ball or flat earthers 
lets unite against our common enemy poisoning us and children with fluor, vaccine GMO pic.twitter.com/BXntPrui8b",0,1,/Nebula1113/status/870951424879984640,
458,@auldarrow,Alden,3 jun. 2017,"I don't know maybe your vaccinations and genetically modified food, and your morbid viewpoint of life do more than 0.02 percent in 100 years",0,2,/auldarrow/status/870866395331928064,
459,@gandbayinthebay,Gary stay,2 jun. 2017,Take your vaccinations and eat your gmo while your waiting for the elite to save the earth ya pic.twitter.com/cvwBLlHHXE,0,0,/gandbayinthebay/status/870629023193354240,
460,@tonymacaroni,tonymacaroni,2 jun. 2017,"Jakvar, plenty of scientifically illiterate liberals out there.
Re: GMO crops, nuclear power, vaccinations",0,0,/tonymacaroni/status/870590648239497216,
461,@Nuclear_jelly47,Blizzard-Veritas,2 jun. 2017,"it's the arrogance of leftists who think that all debates are over and all science is settled.  be they gmo, vaccine, fluoride or Climate.",0,0,/Nuclear_jelly47/status/870550295062994944,
462,@Davidkiley6,David kiley,2 jun. 2017,"They are using vaccinations, GMO tainted food, and aerosol agents to cull and ameliorate the intelligence of the population, Mr President.",0,0,/Davidkiley6/status/870547227814580224,
463,@ERJournals,Expert Reviews,2 jun. 2017,The use of transgenic parasites in malaria vaccine research http://bit.ly/2qHuUn1 pic.twitter.com/1mn1u8HeUP,0,0,/ERJournals/status/870442192942370817,
464,@Albosan5,Albert Parker,1 jun. 2017,Genetically Modified HPV Vaccine Increases Risk Of Developing Cervical Cancer https://shar.es/1Re3wb,0,0,/Albosan5/status/870335886646550529,
465,@thelanarchist,TheLanarchist,1 jun. 2017,also killing us evil vaccine gmo fluoride chemtrails,1,0,/thelanarchist/status/870334523590004736,
466,@NaturalCures4us,Natural Cures,1 jun. 2017,Did you know that the genetically modified HPV vaccine is destroying and killing girls and women all over the world? http://fb.me/sSaWtvyC,0,0,/NaturalCures4us/status/870293878032580608,
467,@darrickjohnson,Darrick Johnson,1 jun. 2017,"I am pro GMO, pro science, pro vaccine, but this is a field that seems to have signaled provably false alarm bells for years...",0,0,/darrickjohnson/status/870255166875893760,
468,@NotOfIt7k,mkind,31 may. 2017,"Stop tax cuts to 1%, get us out of ME, stop feeding us gmo's and round-up, stop vaccine genocide, Medicare for all, leash Pharma and AMA..",0,0,/NotOfIt7k/status/870045101510152192,
469,@UnitedForChoice,RevolutionForChoice,31 may. 2017,"The truth is that the GMO and vaccine agendas are the same; only, activists appear to think there is a... http://fb.me/13CErLUUk",0,1,/UnitedForChoice/status/870043895970902016,
470,@oigveh,Stiggs,31 may. 2017,"How about a ""gmo"" or ""vaccine"" accord. Make it safe, these affect us all right now",0,0,/oigveh/status/869983185819639808,
471,@FutureFedOrg,Future Federation,31 may. 2017,"Vaccinations!Study on the Nano Level to Truley see what is in them!They are triggered with Some, Medications, GMO Foods and Chemtrails...",0,2,/FutureFedOrg/status/869951337563213824,
472,@MissionaryJapan,Armageddon Apocalyps,31 may. 2017,"NWO FEMA camp martial law genocide, chem trail pest control genocide, GMO food poisonings, children’s vaccine poisoning, creation of cancer",0,0,/MissionaryJapan/status/869940003370967040,
473,@rsbellmedia,Robert Scott Bell,31 may. 2017,E. coli #superbug antidotes? Army developed #Zika vaccines? #GMO moth explosion! #Vaccine injuries! What's going on? http://www.robertscottbell.com/blog/superbug-antidote-army-developed-vaccines-police-at-an-8yr-old-birthday-party-what-is-going-on/ …,0,0,/rsbellmedia/status/869706579175669761,
474,@bbbrieger,Bill Tropical Health,30 may. 2017,https://www.eurekalert.org/pub_releases/2017-05/idmm-ril053017.php … first time testing a genetically modified #malaria #vaccine approach in Europe using rodent parasite,0,1,/bbbrieger/status/869696195471474688,
475,@queenAyacodoba1,queen Ayacodobae,30 may. 2017,"Fluoride poisoning in water, GMO foods with no labels, Forced untested vaccinations for babies, homeless arrested while media talks about 0!",0,0,/queenAyacodoba1/status/869630655075934209,
476,@forcedanarchy,NATURAL IMMUNITY,30 may. 2017,"I am anti vaccine, just as I am anti GMO, anti violence, and anti anything that causes harm to humanity! I do not... http://fb.me/1orTaa8tJ",0,0,/forcedanarchy/status/869453036116221952,
477,@KelSuzanne,Kelly Suzanne,29 may. 2017,"@realDonaldTrump pls do something about GMO's, vaccine fraud by CDC, fluoride in water, chemtrails. Please we are all being destroyed! HELP!",0,0,/KelSuzanne/status/869320915028500482,
478,@StripeyCaptain,Tigerfort,29 may. 2017,Sadly a lot of work on things like vaccine bananas got shut down in the general GMO panic caused by stuff big agribusiness got up to.,0,0,/StripeyCaptain/status/869213701773168640,
479,@EarthAccounting,Earth Accounting,29 may. 2017,The Anti-Vaccine And Anti- #GMO Movements Are Inextricably Linked And Cause Preventable Suffering http://ow.ly/kEwv30bUZ0E,0,0,/EarthAccounting/status/869202999897464832,
480,@mem_somerville,mem_somerville | Wossamotta U,28 may. 2017,"""...how hermetically sealed these echo chambers are and really self‑perpetuating they are"", See also anti- #GMO, #vaccine, #climate ...https://twitter.com/SykesCharlie/status/868602026703368193 …",1,3,/mem_somerville/status/868821704516284417,
481,@ConsentNo,No Consent!,28 may. 2017,"Water fluoridation ranks with GMO's and tainted, forced vaccinations among the great crimes against humanity.",0,0,/ConsentNo/status/868800963481661440,
482,@brawtlanos,Justin Bolaños  🤞,26 may. 2017,I'm not anti vax.. I'm pro-gmo. It's just funny that gmo and vaccine arguments are the same but are somehow contradictory in their crowds,0,0,/brawtlanos/status/868234484860243968,
483,@GMOGottaGo,GMO Gotta Go!,25 may. 2017,Inextricably Linked Anti Vaccine and Anti GMO | https://goo.gl/fY0wE9  | #PublicHealthpic.twitter.com/qaN4TAWdPC,0,0,/GMOGottaGo/status/867852861199106048,
484,@ShineJob,ShineJob 🕶️,25 may. 2017,"all those monsanto bayer GMO vaccine failed tech, vile",0,0,/ShineJob/status/867657401889161216,
485,@sburke85,Sean Burke,24 may. 2017,If you want single payer let's see how it works in CA first $$$. Issue is why we consume so much healthcare.  No vaccine mandates. No GMO's https://twitter.com/RepJaredPolis/status/867487027490676737 …,0,0,/sburke85/status/867509410859438081,
486,@TradeBarter4Win,"Look Into""1776""2 see",24 may. 2017,Crypto $ = chip implant or no internet access.Enjoy your GMO roundup laced soup and it comes with a required vaccine program for life. Enjoy,0,0,/TradeBarter4Win/status/867450945105297410,
487,@AwakeNancyRN,TheConsciousRN,24 may. 2017,"Guess endocrine disrupting chemicals in US food/ GMO's weren't sterilizing us fast enough, so the eugenisist's introduced the HPV vaccine.",4,3,/AwakeNancyRN/status/867432920700661760,
488,@SteveSchuler20,Steve Schuler,23 may. 2017,"Environmentalists Putin's puppets?
http://www.acsh.org/news/2017/05/22/how-kremlin-manipulates-environmentalists-and-more-acsh-media-links-11301 …
#wholefoods #righttoknow #natural #organic #antivax #GMO #monsanto #vaccine",0,0,/SteveSchuler20/status/867123636502765569,
489,@frederickmazar1,frederick azar,23 may. 2017,Been going on a long time. Vaccinations GMO'S chemtrails Pharmaceuticals Glyphosate Bill Gates foundation.Our new generation is screwed,2,3,/frederickmazar1/status/866816701031227393,
490,@skepticalraptor,SkepticalRaptor,21 may. 2017,From my blog: Anti-#GMO anti-vaccine activists – convergent evolution https://goo.gl/fb/VNrzff  #vaccines #aaas,0,0,/skepticalraptor/status/866412451960545280,
491,@MsShannonGibbs,Shannon Gibbs,21 may. 2017,I love the GMO and vaccinations episodes,0,1,/MsShannonGibbs/status/866391050402844673,
492,@shrinkydinkmd,ShrinkyDinkMD,21 may. 2017,"I think it's how anti vaccine,anti GMO,anti evolution&even anti all-medication individuals are convinced their views are a new science",0,4,/shrinkydinkmd/status/866307762413817857,
493,@par_papers,Parasitology papers,21 may. 2017,The use of transgenic parasites in malaria vaccine research. http://dlvr.it/PC2ygl,0,0,/par_papers/status/866237909468196864,
494,@SameAgeDay,Same Age Day,21 may. 2017,#Science http://ift.tt/2rDl6aC  New Dengue Vaccine Can Be Made in Genetically Modified Tobacco Plants,0,0,/SameAgeDay/status/866198484336226305,
495,@2029itstarts,Timothy Lassley  🇺🇸,21 may. 2017,"Prove him wrong for yrs infowars has reported about #eugenics,risks of water fluoridation,gmo's,vaccine damages,ssri risks
Prove him wrong?",0,0,/2029itstarts/status/866156925779562496,
496,@dharma_reveal,DharmaReveal,21 may. 2017,Yearly 15000 farmer do suicide 6lac children die due to banned vaccine  12lac  due 2 GMO slow poisen superficial economy can't sustain long,0,1,/dharma_reveal/status/866138865123315712,
